label,text
neg,"2 ) having unfilled id3 tags will cause music to be potentially placed in a folder called "" unknown . "" "
neg,"3 ) with mediasource being so easy , i found no use for the bundled nomad explorer software . "
neg,"in fact , it caused my system to hang more times than not , so i uninstalled it and stuck with mediasource 100 % . "
pos,my first impression was positive . 
neg,"first , the sound quality is okay , but ( as at least one other reviewer has mentioned ) the eax can cause audio interference after about 30 minutes . "
neg,"second , the menu system and controls are poorly designed . "
neg,the toggle button that is used to scroll is poorly designed and does not work well . 
neg,the general button placement is not very user friendly . 
neg,"third , the poor design continues with the case . "
pos,"overall , a good buy for the price . "
pos,"easy enough to navigate through , although i 'd prefer a sturdier button besides the thumbwheel scroll / pushbutton . "
neg,my biggest complaint is the battery life or lack there of . 
neg,there is no way the battery supplied lasts 14 hours ! 
neg,i 've also had the nomad zen lock-up several times . 
neg,the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case . 
neg,"at the very least , a sturdier more protective carrying case would be nice . "
pos,"pros : huge storage capacity for the price , easy to navigate , can modify existing playlists on the fly , has a removable battery "
neg,"battery life is about 1/4 of that advertised , no operators manual available for any of the nomad zen players ( on or off-line ) , occasional software lockups , replacement battery is expensive "
neg,"creative zen feedback suffers from construction quality , poor product support , difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack . "
neg,what is added in functionality ( battery replacement ) detracts in build quality as the face plate is prone to popping off . 
neg,"feedback on creative 's product support is universally poor ; this is not limited to the zen , it applies to all the company 's products . "
neg,the scroll wheel is finicky ; it works most of the time but there is a learning curve for pressing it just right ; new users say they have 50 % - 75 % success rate ; some find it so frustrating that they just return the device . 
neg,the creative software is awkward / difficult to use and just plain does n't load on some computers . 
neg,enough people have reported that their headphone jack does n't work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem . 
neg,"the zen does n't support folders so it is not really a storage device ; even with third party software that "" creates "" folders , documents and programs can 't be launched from the zen , so it is not a hard disk , it 's a storage device at best . "
pos,reviews for sound quality are generally ( but not universally ) positive . 
pos,"sure , this thing is definitely more cost-effective than an ipod . "
neg,"but with a low price , comes lower quality . "
pos,"our special friends at creative gave this thing good sound quality , great features , long battery life , and an unbeatable price . "
neg,the catch is it 's built like a piece of crap . 
neg,"i did n't abuse it , i charged it every day , but the headphone jack just sort of fizzled out . "
pos,i bought the player this week and i like it by far . 
pos,removable and cheap battery - a li battery usually works properly for 1-3 years . 
pos,value : comparing data storage with price . 
pos,the appearance is okayed ( at least not ugly ) . 
pos,the size is small ( just a little bit bigger than an i-pod . ) 
pos,easy to use : a lot of reviews has mentioned about this 
neg,"the software , mediasource , cannot work on my pc . ( laptop , intel p4-2.0 , xp os ) . "
neg,"in fact , each of my creative mp3 players had software problem in the first place . "
neg,"in short , this player is good at size , value , hardware design but really bad at its software "
pos,"the display is awesome , you can see everything you want and read it clearly "
pos,"huge storage space , i loaded my entire collection of music , which isnt that much , 400 songs , and still have 26 gb , out of the 28 provided to you . "
pos,"the sound is awesome , but if u put it too loud , depends on yoursound quality , the sound might crack . "
pos,"with eax on , you can modify your sound , with 4 different presets , which is pretty good , you can get different variations with it . "
pos,"if you use software correctly , put in all the id3 tags , you will get an awesome database collection , from which you can easily access your songs . "
pos,"i dont know what other people are saying , but the software is awesome . "
pos,"battery recharge , is an awesome thing , because it recharges in only like 2-3 hours . "
pos,"when you turn on your player , the player turns on really fast , and the music continues to play , as you left it when you were turning it off . "
pos,"you can manage your profile , change the contrast of backlight , make different type of display , either list or tabbed . "
pos,"you can do other different things with it such as choose what kind of "" now playing "" interface , you can see the interface as modern or classical . "
pos,"there is an alarm , i still havent used it yet , but it should be good . "
pos,"there is a clock , and date , which can get helpful . "
pos,"the player has firmware , which will remove the glitches , if there are any . "
pos,"the music plays awesome , never skips , even if u run for a bit , so you can listen to music without interruption . "
neg,"the one and most major thing that i was dissapointed with , in this player , is the battery life . "
neg,the panel seems like it will come off very easily as other people have said . 
neg,you need the software to actually transfer files 
neg,"the player has its minor glitches like for example when i turn it on , 60 percent of the time , it sais , shutting down , which means i have to turn off , and turn it on again , which is not to my likings . "
neg,"also , the player sometimes freezes , not a very big problem , but can also be annoying . "
pos,"and also , it 's priced very affordably . "
pos,"with 40gb of storage i have about 7,500 songs on the player ( everything music file i have is on there ) with room for about 2,500 more . "
pos,"the software interface supplied was very easy to use but i went ahead and got red chair 's "" notmad "" software because of some advanced features i wanted . "
neg,the sound is great even with the supplied earbuds -- but i find earbuds uncomfortable so i use different headphones . 
pos,sound settings can be adjusted for personal preference . 
pos,accessing files by artist and album ( i mostly look things up by artist ) is easy and intuitive . 
pos,possibly the biggest advantage this player has ( if price was n't enough ) is the fact that the user can replace the battery him / herself by opening the lid and popping in the new battery . 
pos,"since batteries do run out on everything , this will also be a big money-saver since ipods , irivers , rca , dell , all have built-in batteries that need to be replaced by a technician ( apple charges 100 bones for the battery replacement ) . "
pos,"try before you buy if at all possible : although i am a mac addict now for over a decade and everyone i know has previously bought an ipod , the nomad zen xtra was a far better value and is just as easy to use with regards to both hardware and software interface . "
pos,"i like the nomad 's color better , but it 's not terribly flashy . "
pos,i have had mine for a month now and have to say i have enjoyed it . 
pos,price ! 
pos,"sound quality is wonderful , i really like the smart volume sound normalization . "
neg,yes the included earphones suck but everyone replaces them anyway . 
pos,i quickly got to use to the interface and can find any song / playlist etc fast enough . 
pos,i also liked the fact that you can save custom playlist you made on the player not just the computer ! 
neg,creative software stinks . 
neg,the front cover can pop off easily but i always have mine in the case so i did n't notice after first day . 
pos,have had the player since xmass and love it ! 
pos,"great sound , very long battery life ( i routinely play it for 12 + hours ) , very fast recharges rate , removable battery , storage size , nice screen , firmware updates , and great price . "
neg,"short warranty ( 3 months , so i got the extended warranty at best buy ) , occasional freeze up ( easily fixed by popping out battery ) , somewhat flimsy navigation wheel . "
pos,"this is an excellent player , especially for the price , with features that are comparable to and even excel the ipod . "
pos,"for a price that 's still less than even the lowest level ipod i was able to get this 40gb monster , and the best part is it works as great as it was advertised to and then some . "
pos,"the system is terrific in size and design , imo looking better than the ipods . "
pos,"it 's very solidly built , and has a nice dense feel to it . "
pos,i find all of the controls well-placed and not flimsy in the least . 
pos,"the scroll wheel is better than the ipod 's as well , in that you do n't risk giving yourself a cramp running your thumb around in circles endlessly - just a small nudge of the finger and you 're there . "
pos,the screen 's large and easily read . 
neg,"the only beef i can raise in this regard is the pop-off face , that sometimes comes off a bit easily , but besides that it 's perfect . "
pos,"sound : exceptional , though i can 't really compare it to the ipod . "
pos,interface - practically seamless . 
pos,yet after ensuring that all the id3 tags are in order ( with the software which is actually not as bad as people make it out ) it actually turns out to be really handy . 
pos,"playlists can be generated on the fly ( which is a bit clunky but still a really nice bonus ) or by using the software , and there are a bevy of eq options . "
neg,the only thing missing is an option to adjust the balance . 
pos,"as i mentioned before , the creative mediasource software is actually really robust despite what others have said , though notmad may still work better . "
pos,"it 's easy to transfer , preview , and organize files . "
pos,"the in-program id3 tag editing is a strong point , as well . "
pos,it was no problem for me to use their software . 
pos,"overall , i 'm giving this 5 stars as i 've seen nothing of the problems people have repeatedly cried havoc over , but as i 've only had the player for a while i leave room for doubt if the headphone jack , hissing , or scroll wheel problems show up with me too . "
pos,please consider this much superior piece of equipment before plopping down half a grand for an ipod . 
neg,do n't buy this player . 
neg,"unfortunately , after loading 280 + songs , all i get now is "" player either not connected or busy . "" "
neg,do n't buy this player . 
neg,do not buy this product -- 
neg,i took perfect care of this player and still it died in the week after the lousy 90 day warranty ended . 
neg,"the software is not good either and the driver has trouble working with other sound blaster products , which is very dumb . "
pos,"honestly , i love this player . "
neg,"once again , the sound is awesome , the batterly life is only 6-8 hours , and that is because all my music is 320 kbps which does affect the battery life . "
neg,"however , my hard drive did fail , and i have not dropped it once . "
pos,"because other people that complain about this player are talking bull , this player is awesome , it just breaks fast , which is horrible . "
neg,what a junk . 
neg,every time nomad thinks the file is corrupt the os freezes . 
pos,the sound quality is very good . 
neg,"the controls are somewhat harder to use , and there are some oddities about the software tagging system , but most people can live with this . "
pos,having access to so much music where ever you go is terrific . 
neg,"typically , the problem is the headphone jack -- it was for me and many others . "
neg,"i 'm convinced by my own experience and that of many other people who have posted here who have had the same experience that the product is defectively designed , and will not hold up to normal use . "
neg,the headphone jack seems to be a major problem . 
neg,"the one other thing i observed while i had the nomad is that the front cover , which is taken off to have access to the battery , seemed to come undone very easily . "
neg,the headphone jack failure seems to occur just about when the warrranty period is to expire . 
neg,"the other day when i was listening to a song , it locked up and will not do anything now . "
neg,in that model the hard drive just died one morning before my class . 
pos,i recently purchased the canon powershot g3 and am extremely satisfied with the purchase . 
pos,"the camera is very easy to use , in fact on a recent trip this past week i was asked to take a picture of a vacationing elderly group . "
pos,they fired away and the picture turned out quite nicely . ( as all of my pictures have thusfar ) . 
pos,a few of my work constituants owned the g2 and highly recommended the canon for picture quality . 
pos,i 'm easily enlarging pictures to 8 1/2 x 11 with no visable loss in picture quality and not even using the best possible setting as yet ( super fine ) . 
pos,"bottom line , well made camera , easy to use , very flexible and powerful features to include the ability to use external flash and lense / filters choices . "
pos,i 'd highly recommend this camera for anyone who is looking for excellent quality pictures and a combination of ease of use and the flexibility to get advanced with many options to adjust if you like . 
pos,"this is my first digital camera , and what a ' toy ' it is ! "
pos,"just a little overview , powershot g3 is the flagship of canon 's powershot series and its an slr-like camera , its 4 megapixel and ( alsmost ) full manual control gives the pictures a touch of brilliance . "
pos,"whether you are a novice or an expert , its ease of use and functionality goes together . "
neg,* main dial is not backlit . 
neg,* lens visible in optical viewfinder . 
pos,overall i 'm happy with my toy . 
pos,"in a word , "" awesome "" is how i would describe this camera . "
pos,"i wo n't go into the details here , as the online sites ( stevesdigicams , dpreviews ) go into great depth in their reviews , but i am very pleased with the features , the speed , the picture quality , the flexibility , the automation , and the functional conveniences this camera offers . "
pos,"with the automatic settings , i really have n't taken a bad picture yet . "
pos,"i am absolutely in awe of this camera , canon put enormous quality into the g3 . "
pos,i bought my canon g3 about a month ago and i have to say i am very satisfied . 
pos,i have taken hundreds of photos with it and i continue to be amazed by their quality . 
pos,"the g3 is loaded with many useful features , and unlike many smaller digital cameras , it is easy to hold steady when using slower shutter speeds . "
neg,"the lens is visible in the viewfinder when the lens is set to the wide angle , but since i use the lcd most of the time , this is not really much of a bother to me . "
pos,"despite this minor disappointment , i highly recommend the canon g3 anyone who is serious about digital photography . "
pos,i have only had this camera for one full day and i have to say that it is wonderful . 
pos,the photo quality is amazing and i know i 'm going to have fun with all the features . 
neg,"the reason i rated it a four is because of that darn diopter adjustment dial. its very small and hard to turn so you can 't get an accurate adjustment ( for those of you who do n't know what a diopter adjustment is , it is to adjust the focus of the viewfinder to your eyesight . ) "
pos,"1 ) slr like programming and exposure control gives you latitude to be creative , yet its progam and auto exposure settings provide excellent photos if you do n't want to bother with the settings . "
pos,excellent range of metering options as well . 
pos,it 's great to switch to spot metering and actually see it working on the lcd screen . 
pos,2 ) 4mp is about right for the target market of this camera ( semi-serious amateur photographer ) 
pos,3 ) 4x zoom is nice 
pos,5 ) its focusing system is also very flexible . 
pos,"you can move the focus range to almost anywhere in the scene with the push of a button , and it has an on-screen manual focus mode that would be really helpful if shooting a scene that is tough to automatically focus . "
neg,"1 ) quite bulky ( it 's about the same size as my minolta vectis s-1 aps slr ) and uses a heavy battery , although not very solid as it is contructed mostly of plastic ( unlike canon 's elph line ) "
neg,2 ) not very ergonomical - you 'll find even for a point-and-shoot lens ) 
neg,4 ) the viewfinder is borderuer lcd scoying . 
pos,the camera has a wonderful set of features . 
pos,the lcd screen pulls out and rotates in any direction for easy pictures . 
pos,the optical zoom works great and the 14x digital zoom is a very nice addition although pictures at the highest digital zoom are a little blurry . 
pos,the highest optical zoom pictures are perfect . 
pos,"i have not yet seen any of the usual problems with digital pictures ( purple fringing , etc ) so i am very pleased . "
pos,"the canon computer software used to download , sort , upload and manage your digital pictures on the computer is very nice and very easy to use . "
neg,the only two minor issues i have with the camera are the lens cap ( it is not very snug and can come off too easily ) and the lens itself ( it partially obstructs the view through the viewfinder but not views through the lcd ) . 
pos,the menus are easy to navigate and the buttons are easy to use . 
pos,it is a fantastic camera and well worth the price . 
pos,recent price drops have made the g3 the best bargain in digital cameras currently available . 
pos,advanced photobugs will find more creative control than imaginable . 
pos,newbies will find the full auto setting will give them perfect pictures right out of the box . 
pos,4 megapixels is enough for anybody and the photo quality is awesome . 
pos,those used to 35mm cameras will find the g3 very comfortable and friendly to use . 
pos,the extended zoom range and faster lense put it at the top of it 's class . 
pos,i recommend unreservedly the powershot g3 to any potential buyer looking for a first-class digital camera at a reasonable price - there is no better camera out there - period ! 
pos,"it gives great pictures , the controls are easy to use , the battery lasts forever on one single charge , the software is very user-friendly and it is beautiful in it chrome casing . "
pos,i began taking pics as soon as i got this camera and am amazed at the quality of photos i have took simply by using the auto mode . 
pos,"this camera has canon 's great colorimetry , plus what you see in the lcd is what you get . "
pos,the prints are beautiful ! 
pos,"although canon 's batteries are proprietary , they last a really long time , recharge fairly quickly in the camera , plus if you want ' more power ' , you can even find a knockoff charger and spare batteries right here on amazon . "
pos,this is a great camera for you ! 
pos,"the canon g3 gives tons of control for photo buffs but still has an "" auto "" mode that makes it very easy for the novice to use . "
pos,"i love having the option to manually control the f-stop , shutter speed and even focus . "
pos,"i was able to take great photos of the 4th of july fire works , and got some amazing shots of the kids playing with sparklers . "
pos,"but if you 've used a slr 35mm camera , the controls are very intuitive ! "
pos,"with a quick spin of the dial you can select shutter priority ( for high speed subjects ) , aperture priority ( for focal length ) or full program mode where the camera selects both for ideal photo quality . "
pos,the manual mode is easy to use with fast access for the selection of shutter speed and aperture without having to fumble through menu options . 
pos,this camera also has a great feel and weight to it . 
pos,"you feel like you are holding something of substance , not some cheap plastic toy . "
pos,"the more i work with it , the more i love it ! "
pos,i did n't think i would find this quality and ease of use for under $ 1500 - i 'm thrilled with my purchase ! 
pos,"this is my first digital camera , and i am very pleased with it . "
pos,"seriously , this thing has everything that a pro or expert amateur could want . "
pos,"but at the same time , it takes wonderful pictures very easily in "" auto "" mode , so that even an average joe like me can use it ! "
pos,four megapixels is great . 
pos,it is a very amazing product . 
pos,i highly recommend it . 
pos,just received this camera two days ago and already love the features it has . 
pos,takes excellent photos . 
pos,night mode is clear as day . 
pos,"i have not played with all the features yet , but the camera is easy to use once you get used to it . "
neg,the only drawback is the viewfinder is slightly blocked by the lens . 
pos,overall it is the best camera on the market . 
pos,"a ) the picture quality ( color and sharpness of focusing ) are so great , it completely eliminated my doubt about digital imaging --- how could one eat rice one grain at a time : - ) ) "
neg,"b ) the lens cover is surely loose , i already accidently finger-printed the len a few times , and au lens tigt and cause potential damage . "
neg,"the zooming lever is shaky , i hope it does not operate mechanically , otherwise you 'll feel uneasy . "
pos,i love this camera . 
pos,took hundreds of pictures and they were great . 
pos,"great colors , pictures and white balance . "
pos,has 4x optical zoom which is higher than any other in the same price range . 
neg,"maybe it is my lack of experience , but i found shots with this camera very disappointing . "
neg,it was ( i sold it after a few months ) too expensive for the shots that i got . 
neg,"sure it had all the features , but when i tried to shoot a girl 's basketball game it just wan't up to the task . "
neg,i found that low light situations combined with any sort of action left this camera in the dust . 
neg,the grain was terrible . 
neg,"well flash photos are never great , and there was still a lot of noise . "
pos,"when i took outdoor photos with plenty of light and the objects were n't moving , the photos were awesome . "
pos,the camera was a marvel . 
pos,it is versatile and seems to be one of the best . 
pos,"i chose the g3 because of its reputation for very high quality , clean images . "
neg,"the two limitations i knew i would have to deal with are the very long lag time before it focus-locks ( even in bright light ) , and the unsatisfactory light quality of the built-in flash . "
pos,what makes the focus-lock lag time something i can live with is the extreme depth of field obtainable with these point and shoot digicams at f8 . 
neg,"relative to what i can easily achieve with external flash on my nikon slr , the internal flash on the g3 produces harsh , flat images with ugly hot spots . "
pos,"fortunately , the g3 has a hot shoe that can take an external flash , and fortunately for me , i already owned a one of the highest quality external flashes that money can buy : the metz 60 ct-4 . "
pos,"contrary to what ive read elsewhere , the g3 does sync at 1/250 of a second with third-party flashes , just as it does with the dedicated flashes from canon . "
neg,"now there is one more complaint i have about the g3 and that is the software that comes with it for processing raw images ( i only shoot in raw image mode and the first thing i did was replace the 32 mbyte cf with a 512 mbyte cf , which gives me 130 raw images , as opposed to 7 ! "
neg,"the canon software for raw images does not present you with a raw image at all , but the raw image after it has been processed by all the image-affecting settings in the camera . "
pos,what this plug-in reveals is the truly stunning quality of the raw g3 hardware . 
pos,"without any tweaking at all , if the exposure is accurate , the colors are as realistic as ive ever seen produced by film , and this is a raw image ! "
neg,the adobe camera raw plug-in shows once again that hardware is miles ahead of software . 
neg,what the g3 raw image software gives you is a fantasy world designed to please the uncritical . 
pos,but at least youre starting with the most photorealistic images ive ever seen from a camera . 
pos,"i am stunned and amazed at the quality of the raw images i am getting from this g3 ( in conjunction with my professional flash system ) , and can easily put up with the cameras limitations , because ive never seen anything better within its resolution limits . "
pos,"i 've had this for 3 months now , and i am pleased with my decision . "
pos,this is the perfect camera for a photo hobbiest who wants to have easy point and shoot ability as well . 
pos,"battery life , the drawback to most digital cameras , to quote k. reeves . "
pos,"manual functionality is excellent , downloading pictures is quick and a breeze , and the quality is astounding . "
neg,"not perfect ( yes , the viewfinder can get obstructed in instances.but the lcd works well enough in those instances ) , not the cheapest 4.0 mp , but the best 4.0 mp . "
pos,the service from the supplier was exceptional . 
pos,"having used it for more than a month , i can say that it consistently produces topnotch photos . "
pos,"by cocking the shutter to the halfway position and getting the settings ready to shoot , i was able to produce excellent stopaction photos -- contrary to what other reviewers experienced . "
pos,"the camera is a dream to operate in automode , but also gives tremendous flexibility in aperture priority , shutter priority , and manual modes . "
neg,about the only legitimate criticsm from the online reviews is that fact that the lens really does obstruct the viewfinder . 
pos,i can 't write enough positive things about this great little camera ! 
pos,but canon never fails to amaze . 
pos,1 . the ability to selectively switch to raw format during record review gives you incredible more post-processing flexibility . 
pos,"2 . battery life is over 4.5 hours , compared to about 2.5 hours for the g2 or the 2 hours for most nikons . "
pos,3 . the remote capture and fileviewer software bundled for photo capture is mind-blowing . 
pos,"4 . the shape of this device is a little squarer , without losing the weight which means better balance and less shaking while clicking . "
pos,the light auto-correction is awesome . 
pos,you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right . 
pos,"8 . perhaps inspired by the canon 's factory white-correction settings ( which were found lacking and had to be altered by a user before the white edges from buildings etc could be cleaned out ) , the g3 has much sharper white offsets . "
pos,"overall , the g3 delivers what must be considered the best image quality of any current > 4 megapixel digicams , from a detail , tonal balance and color response point of view . "
pos,this is quite simply the best you can ask for . 
neg,the g3 had problems focusing in low light and would not take the picture when the shutter was pressed but after the shutter had been released a few seconds . 
neg,got way too many blurry pictures . 
pos,"4mp , 4x optical zoom , takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras , easy to understand and use ( has a great swivel lcd screen ) , a lot of features and add-on options , comes with great software ( not to be overlooked ) , and last but by far not least , received my fiance 's stamp of approval ( two thumbs up ! ) "
pos,the powershot g3 is a great camera . 
pos,because it can help a so-so photographer take spectacular photos ! 
pos,"4 megapixels is plenty for all but pros , and you will not be disappointed with the results of this camera . "
pos,it 's slightly lighter than the g2 and packed with even more features . 
neg,"the catch with the canon g3 camera , ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots . "
neg,it sometimes takes the picture at some indefinite period of time after you press the shutter button . 
neg,canon 's g3 does it consistently . 
neg,"it feels slow to focus , and unbearably slow to shoot . "
neg,"unfortunately , this digital moment-capturing device called the g3 sometimes captures the moment after the one you wanted . "
pos,this is my first digital camera and i could n't be happier . 
pos,i love the quality of the pictures . 
pos,they look fantastic . 
pos,the canon g3 is perhaps the best 4mp camera out there . 
pos,"with canon , you get pictures that appear to be photos , not still camcorder shots . "
pos,i love the eos based controls and easy menus . 
neg,1 ) the included lens cap is very loose on the camera . 
neg,"2 ) the body construction - buttons , casing , etc , are too plastic . "
neg,it had a heavier and more sturdy casing . 
pos,"i bought it for my trip to beunos aires , and also used it at the iguazu falls , and could not have asked for more perfect performance ! "
pos,"this camera is worth every penny , and i highly recommend it ! "
pos,another point of note : the battery life is incredible ! 
pos,am i ever glad that i decided on this camera ! 
pos,"i 've only had it a week , but so far , everything about this camera is making me happy . "
pos,very intuitive menus are a big plus on this camera . 
pos,the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging . 
pos,"the optical zoom is awesome , and the viewfinder reflects the settings of the zoom . "
neg,"one little minor flaw with this camera is that the lens is visible in the viewfinder , but does not detract from the image at all . "
pos,the best 4 megapixel/4x optical zoom camera available and fairly easy to use . 
pos,because this camera is beautiful . 
pos,the g3 looks like a work of art ! 
pos,"its silver magnesium finish is stunning , and the sharp lines and excellent grip are better than any other camera i 've seen . "
pos,i am very pleased with it so far . 
neg,you can see the lens barrel in the view-finder . 
neg,"( i knew this before hand , and it is not that bad ) there is no tiff format . "
neg,it seems to me that after the focus and metering are complete there is quite a lag before the shutter ? 
pos,it is very simple to import via iphoto 2 and then move them to photoshop . 
pos,i am quite happy with the camera . 
pos,it comes with a clearly written manual and the learning curve is not too too steep . 
pos,"yes , i recommend it over the competition . "
pos,"best camera ever . from the image quality , color , function , i can say almost everything . "
pos,"this camera has a cool stitch pictures feature , to find out more just log on to canon 's website . "
pos,"first and foremost , it will take better pic 's than most film camera 's . "
pos,this camera has none of these flaws and will be something you 'll use all the time . 
pos,"however , for a $ 600 - $ 800 budget , i think this camera is an excellent choice . "
pos,"it has a beautiful design , lots of features , very easy to use , very configurable and customizable , and the battery duration is amazing ! "
pos,"also , the display is "" hinged "" and it can be placed in a myriad of positions , or to protect it against any damage . "
neg,"one bad thing is that it comes with a pitiful 32mb compactflash card , and for most purposes , it is not enough . "
pos,another good thing is that this camera seems to introduce much less noise in dark places than others i 've seen . 
pos,i have owned this camera for a short time and would n't give it up for anything . 
pos,it surpasses my greatest expectations in a 4mp camera .. 
pos,in general it is easy to use and well laid out . 
pos,it makes up for this by being extremely easy to use with well laid out controls that can be learned quickly . 
pos,the g3 has most if not all of the features that you would want from a semi-pro / pro slr with a good range of manual options for those who know something about photography . 
pos,"in the hands of someone who does n't , it will yield good results on idiot program / auto mode . "
neg,the included memory card is too small . 
neg,it is made of plastic . 
neg,the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot . 
neg,"while light , it will not easily go in small handbags or pockets . "
neg,the function lever - the one which switches between capture and view mode feels fragile . 
neg,"flash - as with all built-in flashes in small cameras , you get overilluminated main subjects with depth being lost . "
neg,the strap is horrible and gets in the way of parts of the camera you need access to . 
pos,the functionality on this camera is mind-blowing . 
pos,canon have packed a lot in here and the options and controls are easy to use and logically laid out . 
pos,learning how to use it will not take very long . 
pos,the image quality is excellent . 
pos,range of functions - as indicated above - it has something for everyone : point and shoot power plus advanced functions for those who are serious about photography . 
pos,this is by far the finest camera in its price and category i have ever used . 
pos,the macro works great for medical photographs and the auto mode is terrific for point and shoot . 
pos,this camera is closest to perfect than any other digicam that is 4-5 megapixel . 
pos,i 'm glad canon decided to keep the 4mp resolution and improved upon it with new technology ; 
neg,"yes there is a corner lens barrel distortion ( i do n't like it too but no harm done since i always use the camea lcd screen to see exactly what i 'm going to get ) in the viewfinder when you do n't zoom ( when you zoom the lens distortion goes away ) , canon knows this and engineered it that way to minimize the parallax phenomenon ; that is what lmost exactly ot the picture . "
pos,"in terms of the shots taken , this camera is insanely great ! "
pos,the pictures are fabulous and their is a ( short ) learning curve to it ; there are tons of features i have n't even gotten to . 
pos,"i 've been pleased with the picture quality and durability in snow , car , boat and wind . "
pos,the camera 's a work of art / science -- that 's understood . 
pos,"it takes great pictures , operates quickly , and feels solid . "
neg,"to address two previous somewhat negative reviews : ( 1 ) yes , the lens barrel does obstruct part of the lower left corner in the lens viewfinder ; however , the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder . "
neg,this camera has a major design flaw . 
neg,when you look through the viewfinder ( not the lcd ) the bottom left corner of the picture ( about 15 % ) is blocked by the lens . 
pos,everything else about the camera is great . 
pos,"if you strictly use the lcd and not the view finder , i highly recommend the camera . "
pos,"and so far , i 've been very pleased . "
pos,"the larger lens of the g3 gives better picture quality in low light , and the 4-times optical zooms gets you just that much closer . "
pos,the moveable lcd screen is great . 
pos,"the tiny ( postage-stamp sized ) remote unit is wonderful : not only does it trigger the shutter , it can also be used to zoom and review pictures . "
pos,the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit : 
pos,"i needed three batteries to keep myself going with the s330 , but the battery in the g3 is a real powerhouse : "
pos,"the g3 has a different type of battery charging system from the smaller canon cameras : the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery . "
pos,"i have yet to try using all of the adjustment options : shutter priority , aperature priority , light metering adjustments , etc. , but all controls are well thought out and and the manual is relatively clear . "
neg,"i 've been bothered by blown-out highlights on the s330 , and the g3 seems to do only slightly better . "
neg,"the on-off button feels somewhat flimsy , and has an awkward , tiny little lock-out button that needs to be depressed to turn on the camera . "
neg,"and the body / construction in general has quite a bit of plastic , a disappointment after the stainless steel heft of the s330 . "
pos,"i was worried that 4 megapixel photos would download more slowly , but there 's no difference in working with the files . "
pos,i 've now had the camera for two months and i 'm even more pleased with it . 
pos,"very comfortable camera , easy to use , and the best digital photos you 're going to get at this price . "
pos,i 've been using the g3 for about six weeks and it has proven itself to be all that it 's advertised . 
pos,"all-in-all , i believe this is arguably the best non-slr digital camera on the market . "
pos,canon 's optics are better and i believe their processing algorithms are also better . 
pos,"simply , the canon g3 is the best digital camera out there today at this price point . "
pos,the battery life of this camera is twice that of the nikon 5000 and is better than anything else i 've seen . 
neg,"the only minor nits i have with the camera are it is fairly boxy looking , it needs a wrist strap instead of a neck strap , and it is a bit slow between shots . "
pos,"even with these shortcomings , i still think it is the best digital camera available under $ 1200 . "
pos,definetely a great camera . 
pos,proven canon built quality and lens . 
pos,feels solid in hand . 
neg,rather heavy for point and shoot but a great camera for semi pros . 
pos,im a more happier person after discovering the i/p button ! 
pos,"but , if you 're looking for my opinion of the apex dvd player , i love it ! "
pos,it practically plays almost everything you give it . 
neg,i 've had the player for about 2 years now and it still performs nicely with the exception of an occasional wwhhhrrr sound from the motor . 
pos,for the price it is a well spent investment ! 
pos,"this is by far the nicest one , in so many ways . "
pos,"it 's very sleek looking with a very good front panel button layout , and it has a great feature set . "
pos,its fast-forward and rewind work much more smoothly and consistently than those of other models i 've had . 
pos,"it plays alternate video formats ( vcds , svcds , cvds ) very well . "
pos,and amazon.com has it for such a great price -- how can you go wrong ? 
neg,"what got me to buy was the reviewer that said it would play dvd-rs fill of files ( e. , mp3s ) . "
neg,it sure does ! 
neg,that 's a rare and valuable feature . 
pos,"another nice thing is that the unit has both optical and coax digital audio outputs , though the latter was not mentioned in the literature i 'd scanned before buying . "
pos,"at double-speed ( 2x forward speed ) , it still plays mp3s with sound -- they are pitch-corrected and smooth , but twice as fast ! "
neg,"weaknesses are minor : the feel and layout of the remote control are only so-so ; it does n't show the complete filenames of mp3s with really long names ; you must cycle through every zoom setting ( 2x , 3x , 4x , 1/2x , etc. ) before getting back to normal size [ sorry if i 'm just ignorant of a way to get back to 1x quickly ] . "
pos,"update : the finish is more "" mirror "" than silver -- and i like it ! "
neg,many of our disney movies do n't play on this dvd player . 
neg,player has a problem with dual-layer dvd 's such as alias season 1 and season 2 . 
pos,player works and looks great - if you can get the dvd 's to play . 
neg,"i know the saying is "" you get what you pay for "" but at this stage of game dvd players must have better quality than this - there is no excuse . "
neg,will never purchase apex again . 
neg,customer service and technical support are overloaded and nonresponsive - tells you about the quality of their products and their willingness to stand behind them . 
pos,"for the first few weeks , this player was everything i expected it to be , an affordable multi-format dvd player with a stylish slim case as advertised . "
